"Código (AMOSTRAGEM BIOLÓGICA - TELEÓSTEOS)";"Código (Amostragem Biológica - Organismo à Organismo)";"Amostragem Biológica - Organismo à Organismo > ID - Amostra";"Amostragem Biológica - Organismo à Organismo > ID - Indivíduo";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Código)";"Amostragem Biológica - Organismo à Organismo > Espécie amostrada (Rótulo)";"Amostragem Biológica - Organismo à Organismo > Sexo";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Macho";"Amostragem Biológica - Organismo à Organismo > Estágio de maturação - Fêmea";"Amostragem Biológica - Organismo à Organismo > Comprimento total - CT (cm)";"Amostragem Biológica - Organismo à Organismo > Comprimento padrão - CP (cm)";"Amostragem Biológica - Organismo à Organismo > Peso total - PT (g)";"Amostragem Biológica - Organismo à Organismo > Peso eviscerado - PEvis (g)";"Amostragem Biológica - Organismo à Organismo > Peso do fígado - PFig (g)";"Amostragem Biológica - Organismo à Organismo > Peso do estômago - PEst (g)";"Amostragem Biológica - Organismo à Organismo > Peso da gônoda - PGon (g)";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento das gônadas para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento do estômago para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de músculo para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Houve armazenamento de otólitos para análise posterior?";"Amostragem Biológica - Organismo à Organismo > Armazenamento de apêndices do organismo processado > Selecione qual dos otólitos foi reservado para amostragem posterior"
"1.1233764";"1.1233764.8";"177";"1290";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"23,6";"18,6";"146,32";"130,98";"0,529";"1,319";"";"";"";"";"";""
"1.1233764";"1.1233764.9";"177";"1291";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"28,7";"22,6";"248,34";"212,31";"0,696";"2,081";"5,263";"";"";"";"";""
"1.1233703";"1.1233703.0";"178";"1277";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,9";"24,3";"328,84";"296,12";"7,035";"7,538";"0,095";"";"";"";"";""
"1.1233703";"1.1233703.1";"178";"1278";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,5";"24,3";"312,53";"282,00";"5,79";"4,314";"0,139";"";"";"";"";""
"1.1233703";"1.1233703.2";"178";"1279";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"32,6";"25,4";"297,81";"271,18";"5,362";"5,108";"0,171";"";"";"";"";""
"1.1233703";"1.1233703.3";"178";"1280";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"36,8";"28,6";"515,7";"473,95";"8,297";"8,778";"0,173";"";"";"";"";""
"1.1233685";"1.1233685.0";"187";"1270";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"27,6";"21,9";"210,38";"198,39";"";"1,136";"0,382";"";"";"";"";""
"1.1233685";"1.1233685.1";"187";"1271";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"24,5";"19,7";"182,74";"163,28";"";"6,484";"0,455";"";"";"";"";""
"1.1233685";"1.1233685.2";"187";"1272";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"25,00";"19,8";"182,85";"166,71";"";"";"0,197";"";"";"";"";""
"1.1233685";"1.1233685.3";"187";"1273";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"25,1";"19,9";"171,13";"158,45";"1,075";"1,257";"0,287";"";"";"";"";""
"1.1233685";"1.1233685.4";"187";"1274";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"31,5";"24,5";"308,29";"275,53";"";"5,581";"5,977";"";"";"";"";""
"1.1233685";"1.1233685.5";"187";"1275";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"21,5";"17,00";"125,19";"115,46";"";"3,031";"2,888";"";"";"";"";""
"1.1233685";"1.1233685.6";"187";"1109";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"21,9";"17,00";"111,49";"85,94";"3,284";"4,231";"1,895";"";"";"";"";""
"1.1233636";"1.1233636.0";"183";"1263";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"70,5";"57,5";"3837,3";"3496,82";"35,02";"19,64";"32,38";"";"";"";"";""
"1.1233630";"1.1233630.0";"174";"1259";"1.1110167";"Pomatomus saltatrix";"";"";"";"51,4";"40,00";"1115,00";"";"";"";"";"";"";"";"";""
"1.1233630";"1.1233630.1";"174";"1260";"1.1110167";"Pomatomus saltatrix";"";"";"";"51,6";"40,1";"1210,00";"";"";"";"";"";"";"";"";""
"1.1233630";"1.1233630.2";"174";"1261";"1.1110167";"Pomatomus saltatrix";"";"";"";"46,5";"37,00";"1035,00";"";"";"";"";"";"";"";"";""
"1.1233630";"1.1233630.3";"174";"1571";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"43,8";"36,00";"680,59";"611,09";"6,62";"6,72";"39,89";"";"";"";"";""
"1.1233630";"1.1233630.4";"174";"1580";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"43,00";"34,00";"642,51";"561,33";"8,18";"17,03";"40,16";"";"";"";"";""
"1.1233630";"1.1233630.5";"174";"1581";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"D - Flácido";"";"47,5";"38,5";"973,66";"921,58";"9,49";"9,14";"8,58";"";"";"";"";""
"1.1233630";"1.1233630.6";"174";"1582";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"D - Desovado";"51,00";"41,5";"1069,59";"1003,3";"13,54";"30,97";"12,97";"";"";"";"";""
"1.1233623";"1.1233623.0";"167";"1252";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"18,00";"14,00";"57,89";"52,00";"0,443";"0,264";"0,598";"";"";"";"";""
"1.1233623";"1.1233623.1";"167";"1253";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"16,1";"12,5";"41,28";"37,36";"0,311";"0,423";"0,103";"";"";"";"";""
"1.1233623";"1.1233623.2";"167";"1254";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"16,6";"13,00";"45,38";"39,74";"0,423";"0,166";"0,487";"";"";"";"";""
"1.1233623";"1.1233623.3";"167";"1255";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"17,1";"13,3";"48,41";"43,31";"0,402";"0,286";"0,13";"";"";"";"";""
"1.1233623";"1.1233623.4";"167";"1256";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"18,5";"14,5";"57,85";"52,23";"0,44";"0,375";"0,832";"Sim";"";"";"";""
"1.1233623";"1.1233623.5";"167";"1257";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,2";"18,7";"148,19";"130,04";"1,252";"0,57";"6,36";"Sim";"";"";"";""
"1.1233623";"1.1233623.6";"167";"1258";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"35,6";"28,5";"452,17";"380,09";"4,546";"25,091";"8,356";"Sim";"";"";"";""
"1.1233539";"1.1233539.0";"181";"1251";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"35,8";"27,7";"367,52";"329,01";"3,879";"10,004";"0,173";"";"";"";"";""
"1.1233539";"1.1233539.1";"181";"1262";"1.1092731";"Mugil liza";"Macho (M)";"C - Maturo";"";"35,00";"26,6";"371,26";"327,55";"4,208";"6,994";"6,344";"";"";"";"";""
"1.1233539";"1.1233539.2";"181";"1264";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"34,3";"26,2";"353,95";"318,2";"3,903";"8,42";"0,981";"";"";"";"";""
"1.1233539";"1.1233539.3";"181";"1265";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"33,6";"26,1";"343,27";"309,72";"3,089";"9,162";"0,284";"";"";"";"";""
"1.1233539";"1.1233539.4";"181";"1266";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"32,00";"24,6";"288,77";"253,97";"3,383";"11,011";"0,166";"";"";"";"";""
"1.1233539";"1.1233539.5";"181";"1267";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,3";"28,00";"451,53";"399,76";"3,418";"16,063";"1,176";"";"";"";"";""
"1.1233539";"1.1233539.6";"181";"1268";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"37,4";"29,2";"540,71";"424,06";"8,811";"8,417";"64,366";"Sim";"";"";"";""
"1.1233539";"1.1233539.7";"181";"1269";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"39,8";"30,7";"536,16";"484,1";"5,482";"15,844";"0,256";"";"";"";"";""
"1.1233501";"1.1233501.0";"163";"1247";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,9";"28,7";"404,01";"348,86";"5,435";"16,105";"0,851";"";"";"";"";""
"1.1233501";"1.1233501.1";"163";"1248";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"30,7";"24,00";"297,81";"268,39";"5,431";"5,439";"";"";"";"";"";""
"1.1233501";"1.1233501.2";"163";"1249";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"32,2";"25,6";"310,01";"285,53";"2,928";"4,582";"0,132";"";"";"";"";""
"1.1233501";"1.1233501.3";"163";"1250";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"29,8";"23,00";"253,56";"219,8";"3,536";"6,403";"0,111";"";"";"";"";""
"1.1233416";"1.1233416.0";"168";"1217";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"29,6";"22,9";"248,36";"222,36";"1,959";"6,619";"0,641";"";"";"";"";""
"1.1233416";"1.1233416.1";"168";"1218";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"36,2";"27,8";"408,31";"375,86";"0,665";"10,286";"0,128";"";"";"";"";""
"1.1233416";"1.1233416.2";"168";"1219";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,1";"28,3";"472,92";"432,83";"2,364";"12,002";"0,464";"";"";"";"";""
"1.1233416";"1.1233416.3";"168";"1220";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"29,00";"23,00";"238,89";"170,42";"2,519";"6,623";"0,017";"";"";"";"";""
"1.1233416";"1.1233416.4";"168";"1221";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"27,6";"21,2";"196,64";"213,86";"1,071";"7,538";"0,025";"";"";"";"";""
"1.1233416";"1.1233416.5";"168";"1222";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"26,8";"21,4";"213,14";"186,21";"3,285";"4,306";"1,841";"";"";"";"";""
"1.1233416";"1.1233416.6";"168";"1223";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,7";"20,4";"167,45";"146,16";"0,523";"5,221";"0,02";"";"";"";"";""
"1.1233416";"1.1233416.7";"168";"1224";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"27,8";"21,5";"195,5";"171,16";"0,304";"6,242";"";"";"";"";"";""
"1.1233416";"1.1233416.8";"168";"1225";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"25,5";"19,3";"171,43";"152,66";"1,601";"5,4";"";"";"";"";"";""
"1.1233416";"1.1233416.9";"168";"1226";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"22,4";"19,1";"155,54";"133,71";"0,787";"6,049";"0,013";"";"";"";"";""
"1.1233416";"1.1233416.10";"168";"1227";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"23,2";"17,6";"116,32";"103,92";"";"3,67";"0,019";"";"";"";"";""
"1.1233416";"1.1233416.11";"168";"1228";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"28,00";"21,9";"194,00";"172,48";"";"5,796";"0,017";"";"";"";"";""
"1.1233416";"1.1233416.12";"168";"1229";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"28,8";"22,00";"225,48";"196,71";"2,696";"7,194";"0,04";"";"";"";"";""
"1.1233416";"1.1233416.13";"168";"1230";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"26,8";"20,5";"176,36";"157,9";"1,132";"4,955";"0,052";"";"";"";"";""
"1.1233416";"1.1233416.14";"168";"1231";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"31,9";"24,2";"301,48";"253,3";"2,214";"10,846";"0,04";"";"";"";"";""
"1.1233416";"1.1233416.15";"168";"1232";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"26,00";"19,6";"151,35";"135,83";"1,536";"3,246";"0,037";"";"";"";"";""
"1.1233416";"1.1233416.16";"168";"1233";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"30,3";"23,4";"256,08";"232,69";"0,883";"7,02";"0,027";"";"";"";"";""
"1.1233416";"1.1233416.17";"168";"1234";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"35,9";"27,7";"423,2";"385,81";"1,853";"9,547";"0,16";"";"";"";"";""
"1.1233416";"1.1233416.18";"168";"1235";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"17,5";"13,7";"56,99";"50,51";"";"1,391";"0,06";"";"";"";"";""
"1.1233416";"1.1233416.19";"168";"1236";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"";"15,6";"80,35";"71,37";"0,241";"1,317";"0,202";"";"";"";"";""
"1.1233416";"1.1233416.20";"168";"1237";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"";"16,9";"110,49";"100,21";"0,738";"0,738";"0,017";"";"";"";"";""
"1.1233416";"1.1233416.21";"168";"1238";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"";"18,5";"127,4";"115,55";"0,945";"1,358";"0,328";"";"";"";"";""
"1.1233416";"1.1233416.22";"168";"1239";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"23,5";"18,5";"146,98";"132,32";"";"0,698";"1,283";"";"";"";"";""
"1.1233416";"1.1233416.23";"168";"1240";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"23,9";"18,7";"152,73";"135,12";"";"0,593";"3,384";"";"";"";"";""
"1.1233416";"1.1233416.24";"168";"1241";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"25,00";"19,9";"193,49";"170,79";"";"";"0,329";"";"";"";"";""
"1.1233416";"1.1233416.25";"168";"1242";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"25,6";"20,2";"183,86";"170,87";"";"0,695";"0,787";"";"";"";"";""
"1.1233416";"1.1233416.26";"168";"1243";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"25,4";"20,1";"157,9";"146,38";"";"0,779";"0,275";"";"";"";"";""
"1.1233416";"1.1233416.27";"168";"1244";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"26,8";"20,6";"164,66";"150,66";"0,825";"1,653";"0,864";"";"";"";"";""
"1.1233416";"1.1233416.28";"168";"1245";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"24,9";"19,7";"155,5";"147,28";"0,395";"1,573";"0,283";"";"";"";"";""
"1.1233416";"1.1233416.29";"168";"1246";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"25,5";"19,9";"165,67";"150,02";"";"1,177";"0,814";"";"";"";"";""
"1.1233262";"1.1233262.0";"169";"1216";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"59,2";"46,00";"2553,4";"";"";"";"250,00";"Sim";"";"";"";""
"1.1233200";"1.1233200.0";"160";"1208";"1.1092731";"Mugil liza";"Macho (M)";"D - Flácido";"";"58,3";"45,9";"1405,00";"1315,00";"";"25,00";"";"";"";"";"";""
"1.1233200";"1.1233200.1";"160";"1209";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"45,1";"36,2";"905,00";"710,00";"";"25,00";"130,00";"Sim";"";"";"";""
"1.1233200";"1.1233200.2";"160";"1210";"1.1092731";"Mugil liza";"Fêmea (F)";"";"C - Maturo / Desovante";"39,4";"32,9";"740,00";"580,00";"";"";"140,00";"Sim";"";"";"";""
"1.1233200";"1.1233200.3";"160";"1211";"1.1092731";"Mugil liza";"Macho (M)";"D - Flácido";"";"44,00";"33,4";"650,00";"580,00";"";"";"";"";"";"";"";""
"1.1233200";"1.1233200.4";"160";"1212";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"43,7";"33,5";"780,00";"670,00";"20,00";"";"";"";"";"";"";""
"1.1233200";"1.1233200.5";"160";"1213";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,5";"30,5";"585,00";"500,00";"";"";"";"";"";"";"";""
"1.1233200";"1.1233200.6";"160";"1214";"1.1092731";"Mugil liza";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"41,1";"31,5";"565,00";"495,00";"";"";"";"";"";"";"";""
"1.1233200";"1.1233200.7";"160";"1215";"1.1092731";"Mugil liza";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"39,4";"30,2";"575,00";"485,00";"";"";"10,00";"";"";"";"";""
"1.1233150";"1.1233150.0";"158";"1202";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,2";"19,3";"155,09";"141,08";"1,39";"3,693";"0,03";"";"";"";"";""
"1.1233150";"1.1233150.1";"158";"1203";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"26,00";"20,00";"160,25";"133,75";"1,937";"5,418";"0,051";"";"";"";"";""
"1.1233150";"1.1233150.2";"158";"1204";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"25,9";"19,6";"152,65";"134,29";"1,472";"3,535";"0,088";"";"";"";"";""
"1.1233150";"1.1233150.3";"158";"1205";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"17,3";"13,1";"46,65";"41,68";"0,426";"0,588";"0,079";"";"";"";"";""
"1.1233150";"1.1233150.4";"158";"1206";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"16,00";"12,3";"39,6";"35,56";"0,263";"0,302";"0,046";"";"";"";"";""
"1.1233150";"1.1233150.5";"158";"1207";"1.1110147";"Micropogonias furnieri";"Indeterminado (I)";"";"";"15,2";"11,7";"29,96";"27,49";"0,069";"0,234";"0,091";"";"";"";"";""
"1.1233089";"1.1233089.0";"156";"1197";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"45,1";"34,6";"715,00";"595,00";"11,96";"5,8";"35,84";"Sim";"";"";"";""
"1.1233089";"1.1233089.1";"156";"1198";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"37,00";"31,5";"500,00";"430,00";"8,37";"24,48";"15,97";"Sim";"";"";"";""
"1.1233089";"1.1233089.2";"156";"1199";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"45,00";"37,00";"775,00";"655,00";"12,54";"19,62";"45,4";"Sim";"";"";"";""
"1.1233089";"1.1233089.3";"156";"1200";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"48,00";"39,00";"780,00";"720,00";"19,91";"10,17";"29,39";"Sim";"";"";"";""
"1.1233089";"1.1233089.4";"156";"1201";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"C - Maturo / Desovante";"46,00";"38,00";"760,00";"";"15,51";"8,09";"26,63";"Sim";"";"";"";""
"1.1233072";"1.1233072.0";"155";"1193";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"36,8";"30,00";"500,00";"465,00";"5,665";"2,475";"5,035";"";"";"";"";""
"1.1233072";"1.1233072.1";"155";"1194";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"39,1";"31,2";"645,00";"575,00";"8,763";"12,716";"16,833";"Sim";"";"";"";""
"1.1233072";"1.1233072.2";"155";"1195";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"46,2";"36,5";"1135,00";"1035,00";"9,535";"2,421";"28,353";"";"";"";"";""
"1.1233072";"1.1233072.3";"155";"1196";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"35,9";"28,4";"495,00";"445,00";"2,415";"1,434";"7,551";"";"";"";"";""
"1.1233060";"1.1233060.0";"154";"1184";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"35,4";"28,3";"410,00";"375,00";"2,982";"1,376";"6,095";"";"";"";"";""
"1.1233060";"1.1233060.1";"154";"1185";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"34,4";"36,8";"395,00";"375,00";"2,397";"1,841";"2,209";"";"";"";"";""
"1.1233060";"1.1233060.2";"154";"1186";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"35,4";"28,1";"410,00";"365,00";"2,992";"2,263";"10,305";"";"";"";"";""
"1.1233060";"1.1233060.3";"154";"1187";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"39,9";"31,5";"555,00";"540,00";"5,049";"2,631";"5,365";"Sim";"";"";"";""
"1.1233060";"1.1233060.4";"154";"1188";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"41,00";"33,2";"715,00";"655,00";"";"4,266";"10,806";"";"";"";"";""
"1.1233060";"1.1233060.5";"154";"1189";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"34,2";"27,8";"470,00";"405,00";"2,568";"0,91";"12,512";"";"";"";"";""
"1.1233060";"1.1233060.6";"154";"1190";"1.1110147";"Micropogonias furnieri";"Macho (M)";"C - Maturo";"";"43,8";"34,6";"805,00";"775,00";"4,022";"4,424";"10,964";"";"";"";"";""
"1.1233060";"1.1233060.7";"154";"1191";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"44,00";"34,7";"735,00";"705,00";"6,49";"5,6";"25,47";"Sim";"";"";"";""
"1.1233060";"1.1233060.8";"154";"1192";"1.1110147";"Micropogonias furnieri";"Fêmea (F)";"";"C - Maturo / Desovante";"64,3";"53,00";"2655,00";"2325,00";"29,597";"10,022";"150,022";"Sim";"";"";"";""
"1.1233025";"1.1233025.0";"153";"1168";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,8";"20,00";"142,5";"133,2";"1,418";"2,554";"0,606";"";"";"";"";""
"1.1233025";"1.1233025.1";"153";"1169";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,5";"18,8";"119,00";"112,46";"1,281";"1,738";"0,32";"";"";"";"";""
"1.1233025";"1.1233025.2";"153";"1170";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,8";"18,5";"120,68";"115,3";"0,968";"1,293";"0,076";"";"";"";"";""
"1.1233025";"1.1233025.3";"153";"1171";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"22,5";"17,3";"91,79";"87,41";"0,707";"1,106";"0,221";"";"";"";"";""
"1.1233025";"1.1233025.4";"153";"1172";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"23,2";"17,9";"97,58";"92,2";"1,122";"1,82";"0,134";"";"";"";"";""
"1.1233025";"1.1233025.5";"153";"1173";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,4";"18,5";"107,73";"102,92";"0,752";"1,633";"0,059";"";"";"";"";""
"1.1233025";"1.1233025.6";"153";"1174";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,4";"18,5";"119,61";"112,32";"1,234";"1,72";"0,267";"";"";"";"";""
"1.1233025";"1.1233025.7";"153";"1175";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"21,00";"16,2";"78,98";"75,13";"0,722";"0,964";"0,042";"";"";"";"";""
"1.1233025";"1.1233025.8";"153";"1176";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"";"15,5";"85,17";"75,94";"1,342";"5,714";"0,068";"";"";"";"";""
"1.1233025";"1.1233025.9";"153";"1177";"1.1110167";"Pomatomus saltatrix";"";"";"";"21,00";"16,4";"80,00";"75,7";"1,145";"0,441";"";"";"";"";"";""
"1.1233025";"1.1233025.10";"153";"1178";"1.1110167";"Pomatomus saltatrix";"Indeterminado (I)";"";"";"22,4";"17,4";"86,63";"80,85";"1,311";"1,163";"0,026";"";"";"";"";""
"1.1233025";"1.1233025.11";"153";"1179";"1.1110167";"Pomatomus saltatrix";"Fêmea (F)";"";"B - Em maturação / Em desenvolvimento";"24,2";"18,5";"121,35";"114,14";"1,135";"1,965";"0,112";"";"";"";"";""
"1.1233025";"1.1233025.12";"153";"1180";"1.1110167";"Pomatomus saltatrix";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"21,9";"16,8";"90,65";"87,96";"0,362";"0,41";"0,168";"";"";"";"";""
"1.1233025";"1.1233025.13";"153";"1181";"1.1110167";"Pomatomus saltatrix";"Indeterminado (I)";"";"";"21,8";"16,8";"79,73";"75,3";"0,575";"0,452";"0,049";"";"";"";"";""
"1.1233025";"1.1233025.14";"153";"1182";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"19,5";"16,5";"114,98";"101,8";"0,483";"0,68";"0,499";"";"";"";"";""
"1.1233025";"1.1233025.15";"153";"1183";"1.1110147";"Micropogonias furnieri";"Macho (M)";"B - Em maturação / Em desenvolvimento";"";"17,5";"16,00";"90,94";"84,88";"0,82";"0,385";"0,144";"";"";"";"";""
"1.1232851";"1.1232851.0";"151";"1128";"1.1092731";"Mugil liza";"Indeterminado (I)";"";"";"35,4";"27,5";"397,35";"362,89";"6,05";"8,86";"0,07";"";"";"";"";""
